epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_precision,val_recall,val_f1_score,val_auroc
1,1.6229369503449214,0.37966540455818176,1.3887258813116286,0.489130437374115,0.3808457851409912,0.4026173949241638,0.3774270713329315,0.786693811416626
2,1.3506441260869007,0.5005521178245544,1.2288637267218696,0.5473801493644714,0.4453541934490204,0.4560137093067169,0.4475559592247009,0.8360511660575867
3,1.2277651004256291,0.5443352460861206,1.1468132374021742,0.5702341198921204,0.49755144119262695,0.4900335669517517,0.4817405343055725,0.8642557859420776
4,1.1497069959505708,0.5788979530334473,1.0761327482594385,0.601170539855957,0.5662087798118591,0.5169684290885925,0.5157068967819214,0.8799853920936584
5,1.0917581648503303,0.6004858613014221,1.029013718234168,0.6223523020744324,0.5954737663269043,0.5489904880523682,0.5518375635147095,0.892160177230835
6,1.04850279268654,0.6137091517448425,0.9902083139949375,0.6318283081054688,0.6098111271858215,0.5752623081207275,0.580177366733551,0.9013309478759766
7,1.0109300903923308,0.627015233039856,0.9577728058232201,0.6583054661750793,0.6356566548347473,0.6022813320159912,0.6082741618156433,0.907753586769104
8,0.9759210008772439,0.6421433091163635,0.9329699626233843,0.6644369959831238,0.6473582983016968,0.6081235408782959,0.6153911352157593,0.9132415652275085
9,0.9415932615080276,0.655421793460846,0.8939692280027601,0.6803233027458191,0.6659135818481445,0.6277347803115845,0.6385807394981384,0.9202268123626709
10,0.9143784531777192,0.6663261651992798,0.8764075242148506,0.6792084574699402,0.6509531736373901,0.641625165939331,0.6434271931648254,0.9241880178451538
