train_1000_angry.jpg,3
train_1000_disgusted.jpg,4
train_1000_fear.jpg,5
train_1000_happy.jpg,0
train_1000_neutral.jpg,6
train_1000_sad.jpg,2
train_1000_surprised.jpg,1
train_1001_angry.jpg,3
train_1001_disgusted.jpg,4
train_1001_fear.jpg,5
train_1001_happy.jpg,0
train_1001_neutral.jpg,6
train_1001_sad.jpg,2
train_1001_surprised.jpg,1
train_1002_angry.jpg,3
train_1002_disgusted.jpg,4
train_1002_fear.jpg,5
train_1002_happy.jpg,0
train_1002_neutral.jpg,6
train_1002_sad.jpg,2
train_1002_surprised.jpg,1
train_1003_angry.jpg,3
train_1003_disgusted.jpg,4
train_1003_fear.jpg,5
train_1003_happy.jpg,0
train_1003_neutral.jpg,6
train_1003_sad.jpg,2
train_1003_surprised.jpg,1
train_1004_angry.jpg,3
train_1004_disgusted.jpg,4
train_1004_fear.jpg,5
train_1004_happy.jpg,0
train_1004_neutral.jpg,6
train_1004_sad.jpg,2
train_1004_surprised.jpg,1
train_1005_angry.jpg,3
train_1005_disgusted.jpg,4
train_1005_fear.jpg,5
train_1005_happy.jpg,0
train_1005_neutral.jpg,6
train_1005_sad.jpg,2
train_1005_surprised.jpg,1
train_1006_angry.jpg,3
train_1006_disgusted.jpg,4
train_1006_fear.jpg,5
train_1006_happy.jpg,0
train_1006_neutral.jpg,6
train_1006_sad.jpg,2
train_1006_surprised.jpg,1
train_1007_angry.jpg,3
train_1007_disgusted.jpg,4
train_1007_fear.jpg,5
train_1007_happy.jpg,0
train_1007_neutral.jpg,6
train_1007_sad.jpg,2
train_1007_surprised.jpg,1
train_1008_angry.jpg,3
train_1008_disgusted.jpg,4
train_1008_fear.jpg,5
train_1008_happy.jpg,0
train_1008_neutral.jpg,6
train_1008_sad.jpg,2
train_1008_surprised.jpg,1
train_1009_angry.jpg,3
train_1009_disgusted.jpg,4
train_1009_fear.jpg,5
train_1009_happy.jpg,0
train_1009_neutral.jpg,6
train_1009_sad.jpg,2
train_1009_surprised.jpg,1
train_100_angry.jpg,3
train_100_disgusted.jpg,4
train_100_fear.jpg,5
train_100_happy.jpg,0
train_100_neutral.jpg,6
train_100_sad.jpg,2
train_100_surprised.jpg,1
train_1010_angry.jpg,3
train_1010_disgusted.jpg,4
train_1010_fear.jpg,5
train_1010_happy.jpg,0
train_1010_neutral.jpg,6
train_1010_sad.jpg,2
train_1010_surprised.jpg,1
train_1011_angry.jpg,3
train_1011_disgusted.jpg,4
train_1011_fear.jpg,5
train_1011_happy.jpg,0
train_1011_neutral.jpg,6
train_1011_sad.jpg,2
train_1011_surprised.jpg,1
train_1012_angry.jpg,3
train_1012_disgusted.jpg,4
train_1012_fear.jpg,5
train_1012_happy.jpg,0
train_1012_neutral.jpg,6
train_1012_sad.jpg,2
train_1012_surprised.jpg,1
train_1013_angry.jpg,3
train_1013_disgusted.jpg,4
train_1013_fear.jpg,5
train_1013_happy.jpg,0
train_1013_neutral.jpg,6
train_1013_sad.jpg,2
train_1013_surprised.jpg,1
train_1014_angry.jpg,3
train_1014_disgusted.jpg,4
train_1014_fear.jpg,5
train_1014_happy.jpg,0
train_1014_neutral.jpg,6
train_1014_sad.jpg,2
train_1014_surprised.jpg,1
train_1015_angry.jpg,3
train_1015_disgusted.jpg,4
train_1015_fear.jpg,5
train_1015_happy.jpg,0
train_1015_neutral.jpg,6
train_1015_sad.jpg,2
train_1015_surprised.jpg,1
train_1016_angry.jpg,3
train_1016_disgusted.jpg,4
train_1016_fear.jpg,5
train_1016_happy.jpg,0
train_1016_neutral.jpg,6
train_1016_sad.jpg,2
train_1016_surprised.jpg,1
train_1017_angry.jpg,3
train_1017_disgusted.jpg,4
train_1017_fear.jpg,5
train_1017_happy.jpg,0
train_1017_neutral.jpg,6
train_1017_sad.jpg,2
train_1017_surprised.jpg,1
train_1018_angry.jpg,3
train_1018_disgusted.jpg,4
train_1018_fear.jpg,5
train_1018_happy.jpg,0
train_1018_neutral.jpg,6
train_1018_sad.jpg,2
train_1018_surprised.jpg,1
train_1019_angry.jpg,3
train_1019_disgusted.jpg,4
train_1019_fear.jpg,5
train_1019_happy.jpg,0
train_1019_neutral.jpg,6
train_1019_sad.jpg,2
train_1019_surprised.jpg,1
train_101_angry.jpg,3
train_101_disgusted.jpg,4
train_101_fear.jpg,5
train_101_happy.jpg,0
train_101_neutral.jpg,6
train_101_sad.jpg,2
train_101_surprised.jpg,1
train_1020_angry.jpg,3
train_1020_disgusted.jpg,4
train_1020_fear.jpg,5
train_1020_happy.jpg,0
train_1020_neutral.jpg,6
train_1020_sad.jpg,2
train_1020_surprised.jpg,1
train_1021_angry.jpg,3
train_1021_disgusted.jpg,4
train_1021_fear.jpg,5
train_1021_happy.jpg,0
train_1021_neutral.jpg,6
train_1021_sad.jpg,2
train_1021_surprised.jpg,1
train_1022_angry.jpg,3
train_1022_disgusted.jpg,4
train_1022_fear.jpg,5
train_1022_happy.jpg,0
train_1022_neutral.jpg,6
train_1022_sad.jpg,2
train_1022_surprised.jpg,1
train_1023_angry.jpg,3
train_1023_disgusted.jpg,4
train_1023_fear.jpg,5
train_1023_happy.jpg,0
train_1023_neutral.jpg,6
train_1023_sad.jpg,2
train_1023_surprised.jpg,1
train_1024_angry.jpg,3
train_1024_disgusted.jpg,4
train_1024_fear.jpg,5
train_1024_happy.jpg,0
train_1024_neutral.jpg,6
train_1024_sad.jpg,2
train_1024_surprised.jpg,1
train_1025_angry.jpg,3
train_1025_disgusted.jpg,4
train_1025_fear.jpg,5
train_1025_happy.jpg,0
train_1025_neutral.jpg,6
train_1025_sad.jpg,2
train_1025_surprised.jpg,1
train_1026_angry.jpg,3
train_1026_disgusted.jpg,4
train_1026_fear.jpg,5
train_1026_happy.jpg,0
train_1026_neutral.jpg,6
train_1026_sad.jpg,2
train_1026_surprised.jpg,1
train_1027_angry.jpg,3
train_1027_disgusted.jpg,4
train_1027_fear.jpg,5
train_1027_happy.jpg,0
train_1027_neutral.jpg,6
train_1027_sad.jpg,2
train_1027_surprised.jpg,1
train_1028_angry.jpg,3
train_1028_disgusted.jpg,4
train_1028_fear.jpg,5
train_1028_happy.jpg,0
train_1028_neutral.jpg,6
train_1028_sad.jpg,2
train_1028_surprised.jpg,1
train_1029_angry.jpg,3
train_1029_disgusted.jpg,4
train_1029_fear.jpg,5
train_1029_happy.jpg,0
train_1029_neutral.jpg,6
train_1029_sad.jpg,2
train_1029_surprised.jpg,1
train_102_angry.jpg,3
train_102_disgusted.jpg,4
train_102_fear.jpg,5
train_102_happy.jpg,0
train_102_neutral.jpg,6
train_102_sad.jpg,2
train_102_surprised.jpg,1
